TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES
00:00,2144.41,860.87,428.55,691.4,117.82,25.93
02:00,1682.7,669.86,316.2,573.91,84.25,22.44
04:00,1584.39,644.04,289.28,542.23,71.18,22.41
06:00,2200.73,915.56,424.79,715.59,90.34,30.11
08:00,3754.84,1570.12,819.5,1188.76,102.39,41.24
10:00,4471.55,1916.57,971.64,1341.66,157.13,42.16
12:00,4145.91,1763.55,956.3,1260.21,102.24,35.59
14:00,3330.46,1402.43,767.15,1004.3,95.77,28.78
16:00,2979.3,1245.34,668.74,887.26,123.99,27.22
18:00,3263.12,1404.68,751.4,945.25,101.21,36.4
20:00,3086.4,1366.86,652.25,898.06,101.47,38.92
22:00,2728.65,1215.48,581.52,775.18,93.2,33.68
00:00,1907.22,824.9,399.36,569.52,73.38,24.73
02:00,1498.48,631.31,298.05,459.55,74.75,20.8
00:00,1900.62,769.22,386.95,608.97,92.98,24.47
02:00,1525.86,598.76,295.1,510.07,85.35,22.07
04:00,1475.11,593.73,275.56,484.4,84.69,22.57
06:00,2113.19,872.66,423.8,670.23,95.21,33.31
08:00,3852.25,1615.85,835.31,1196.17,122.73,49.04
10:00,4465.11,1850.99,943.22,1427.8,154.08,45.27
12:00,4127.76,1614.43,884.6,1400.51,152.49,39.38
14:00,3451.04,1331.3,743.08,1162.09,145.1,32.77
16:00,3217.99,1254.96,649.43,1113.28,141.34,32.5
18:00,3644.01,1473.95,769.15,1219.2,138.73,29.03
20:00,3321.35,1395.77,657.19,1072.37,123.35,41.05
22:00,2844.31,1198.18,591.41,879.82,109.6,35.27
00:00,1966.5,789.48,396.53,650.84,88.23,24.55
02:00,1589.56,622.01,301.09,548.78,80.61,21.95
04:00,1538.32,613.36,281.69,527.78,80.94,22.38
06:00,2167.33,888.59,425.53,712.72,87.14,33.11
08:00,3844.51,1584.45,833.65,1227.96,120.48,47.45
10:00,4447.13,1836.03,897.81,1469,159.63,43.79
12:00,4028.74,1591.75,839.91,1367.71,154.79,36.46
14:00,3482.7,1404.06,695.77,1178.26,137.64,33.4
16:00,3154.72,1228.72,616.61,1117.3,132.27,31.27
18:00,3576.39,1455.78,729.25,1193.6,127.45,36.36
00:00,1980.35,811.98,396.47,648.23,79.28,24.67
02:00,1597.57,637.2,299.4,548.27,74.63,21.87
04:00,1528.68,629.01,275.42,516.13,71.33,22.29
06:00,1979.31,805.44,422.63,631.63,76.43,25.49
08:00,3243.71,1325.19,840.28,908.37,109.1,30.06
10:00,4268.92,1742.54,1050.87,1273.6,141.51,29.6
12:00,4137.03,1548.26,935.24,1451.67,134.81,27.76
14:00,3524.68,1387.78,721.98,1171.31,168.09,33.72
16:00,3288.8,1254.16,685.45,1131.14,159.3,33.76
00:00,2021.05,818.07,400.72,658.17,101.4,23.46
02:00,1646.51,670.67,314.79,541.49,87.73,21.41
04:00,1605.37,667.2,293.68,521.17,86.65,21.86
06:00,2189.74,947.04,423.46,669.37,94.69,31.95
08:00,3783.92,1599.93,835.32,1126.65,144.03,45.63
10:00,4552.64,1897.82,963.71,1401.52,204.24,44.29
12:00,4396.26,1753.6,955.32,1408.16,199.87,41.11
14:00,3669.86,1457.22,775.82,1179.2,188.16,37.09
16:00,3354.71,1315.59,693.16,1102.29,176.13,33.08
18:00,3603.08,1456.5,736.81,1171.57,169.75,37.94
20:00,3299.82,1360.02,669.54,1048.53,148.59,38.03
22:00,2755.43,1165.59,569.55,828.77,132.97,32.38
00:00,1947.33,785.98,383.73,628.51,107.57,23.07
02:00,1553.67,604.04,292.34,527.43,95.53,19.96
04:00,1318.11,480.36,248.88,474,82.69,19.61
06:00,1777.09,730.15,351.06,567.31,94.67,24.64
08:00,2760.93,1087.84,616.94,878.07,116.24,36.28
10:00,3345.12,1388.16,731.34,1014.63,140.29,38.47
12:00,3258.77,1432.29,710.3,903.55,143.4,38.2
14:00,2872.23,1284.22,613.93,778.23,135.19,34.29
16:00,2464.95,1066.41,514.07,713.03,125.23,29.46
18:00,2763.21,1174.72,607.91,780.73,139.5,36.64
20:00,2736.44,1160.81,595.94,779.7,137.43,37.73
22:00,2395.08,1013.6,521.8,671.94,132.18,32.13
00:00,1694.18,715.64,353.43,473.75,111.14,22.8
02:00,1387.4,588.98,272.06,392.65,100.3,20.29
04:00,1327.68,562.66,249.59,384.38,98.13,20.33
06:00,1699.65,715.22,352.28,487.01,102.88,25.73
08:00,2740.11,1106.96,621.25,831.49,123.02,34.36
10:00,3570.08,1461.83,780.15,1119.27,141.17,39.42
12:00,3704.89,1520.95,813.77,1143.61,148.38,37.98
14:00,3148.3,1421.47,636.48,880.24,144.87,34.48
16:00,2552.1,1113.72,515.71,735.73,133.2,30.84
18:00,2859.21,1233.73,599.53,813.44,147,38.3
20:00,2821.68,1228.9,584.09,795.76,147.22,38.95
22:00,2532.31,1114.24,521.51,701.8,137.15,33.77
00:00,1743.14,731.6,348.55,507.16,114.82,23.49
02:00,1401.76,576.35,267.43,418.44,107.08,21.09
04:00,1371.68,572.06,256.1,407.26,101.79,21.9
06:00,1988.32,856.41,392.35,580.16,109.73,31.52
08:00,3714,1547.22,801.88,1117.63,166.37,46.83
10:00,4576.92,1879.64,946.68,1441.55,219.92,45.88
12:00,4327.81,1694.27,926.11,1410.5,214.5,41.62
14:00,3650.52,1434.9,780.72,1164.49,202.71,35.9
16:00,3348.94,1280.2,718.06,1092.43,190.21,32.8
18:00,3634.25,1450.81,751.92,1170.59,187.15,39.29
20:00,3436.21,1433.39,701.11,1063.82,163.68,41.69
00:00,2039.88,831.03,404.05,638.24,120.64,25.33
02:00,1612.24,651.51,290.51,519.77,111,22.82
04:00,1554.92,647.38,270.35,490.55,109.23,23.23
06:00,2105.4,891.86,392.23,653.65,117.1,32.63
08:00,3851.32,1590.82,814.27,1182.47,163.91,47.6
10:00,4601.24,1832.7,960.8,1499.14,208.01,47.86
12:00,4368.87,1734.48,909.17,1437.97,203.42,43.02
14:00,3624.36,1447.02,755.75,1167.32,184.41,35.3
16:00,3350.24,1298.69,710.72,1098.52,177.78,32.92
18:00,3697.16,1487.47,789.52,1173.15,171.77,40.09
20:00,3531.08,1491.55,724.72,1083.75,152.8,43.04
22:00,3034.57,1294.38,650.33,905.26,139.99,37.06
00:00,2097.22,856.18,420.63,658.88,117.65,26.03
02:00,1647.32,665.52,300.88,534.32,108.82,23.09
04:00,1562.71,642.59,275.72,500.37,105.63,23.54
06:00,2131.41,882.53,405.87,673.74,114.33,33.32
08:00,3807.06,1560.76,803.55,1194.84,160.67,48.83
10:00,4567.24,1822.93,958.01,1495.47,200.67,46.55
12:00,4367.57,1681.84,931.45,1467.1,206.05,43.92
14:00,3747.06,1482.87,787.34,1199.57,202.11,39.3
16:00,3464.91,1348.81,724.24,1141.36,179.97,36.64
18:00,3757.35,1516.48,768.53,1223.54,171.55,42.07
20:00,3497.98,1440.62,712.1,1116.05,152.72,42.63
00:00,2116.63,766.37,461.34,732.54,110.6,26.3
02:00,1659,575.88,340.81,599.66,102.61,23.81
04:00,1599.59,573.16,314.82,569.55,102.23,24.56
06:00,2288.05,856.9,478.58,789.37,107.06,33.45
08:00,4086.21,1512.08,934.27,1407.87,151.72,49.25
10:00,4997.66,2020.26,1065.34,1609.68,205.9,50.95
12:00,4730.47,1886.57,1017.37,1527.22,208.38,45.84
14:00,3978.59,1612.05,831.82,1262.49,197.93,40.13
16:00,3587.32,1376.95,750.79,1201.66,183.45,37.72
18:00,3812.39,1533.9,804.34,1228.47,175.28,43.21
20:00,3656.98,1533.94,745.08,1142.74,155.91,44.59
22:00,3137.27,1313.96,665.07,948.49,142.26,38.16
00:00,2143.94,856.86,431.22,689.11,117.54,27.17
02:00,1668.69,656.68,307.15,557.96,107.27,23.84
04:00,1572.58,626.01,277.29,525.99,103.94,24.35
06:00,2044.45,836.89,387.23,660.59,110.88,31.56
08:00,3276.67,1362.22,696.3,1008.85,138.69,43.24
10:00,3933.59,1688.72,834.12,1162.53,164.87,46.09
12:00,3936.7,1716.17,840.69,1131.03,166.4,44.52
14:00,3350.55,1463.12,711.53,952.18,152.16,39.73
16:00,2907.58,1265.21,604.95,834,140.74,35.13
18:00,3278.19,1443.84,695.43,911.85,152.5,43.42
20:00,3228.14,1440.63,669.95,891.43,149.26,43.93
22:00,2894.1,1282.11,611.05,795.85,140.09,38.17
00:00,1967.1,860.37,416.21,559.08,86.82,27.46
02:00,1521.68,659.06,302.83,439.74,81.61,24.02
04:00,1450.8,631.34,276.97,425.37,79.65,23.93
06:00,1849,812.91,370.42,537.73,83.57,29.46
08:00,3025.4,1272.53,677.63,915.32,90.81,39.2
10:00,3988.66,1725.85,852.44,1232.79,96.71,44.75
12:00,4034.77,1722.37,890.8,1254.18,92.22,38.57
14:00,3381.63,1443.81,750.21,1036.39,88.2,33.72
16:00,2767.84,1181.07,594.69,850.37,84.99,30.38
18:00,3149.01,1369.14,675.51,935.93,98.7,41.13
20:00,3219.25,1414.21,666.19,962.75,100.94,43.92
22:00,2921.88,1292.75,615.24,854.78,93.77,38.71
00:00,1949.83,831.09,406.57,584.07,83.01,26.84
02:00,1517.34,639.93,294.99,469.48,74.81,23.75
04:00,1469.01,621.58,277.75,457.61,77.08,24.31
06:00,2057.66,887.35,415.53,620.68,81.51,33.47
08:00,3911.11,1649.89,861.51,1200.05,110.69,50.96
10:00,4832.39,1998.87,1017.12,1569.27,150.41,51.21
12:00,4595.91,1837.64,978.29,1522.25,158.66,40.59
14:00,4008.02,1572.22,836.72,1308.45,211.97,41.56
16:00,3711.28,1444.81,770.55,1224.4,198.44,37.35
18:00,3913.66,1572.93,811.4,1264.23,181.99,43.03
20:00,3774.83,1591.36,763.88,1172.48,169.48,45.9
22:00,3251.45,1382.21,678.85,968.29,145.38,38.84
00:00,2198.86,873.99,454.88,698.58,123.76,27.44
02:00,1704.44,669.12,325.12,557.07,111.36,24.18
04:00,1607.06,651.47,299.18,537.5,78.89,24.78
06:00,2168.07,916.59,431.91,689.26,85.64,33.97
08:00,4007.02,1696.48,859.78,1248.44,111.7,52.42
10:00,4821.26,1966.07,996.62,1547.67,217.46,51.75
12:00,4627.3,1821.01,961.81,1527.41,223.54,46.06
14:00,3903.03,1535.13,812.5,1266.48,215.51,39.81
16:00,3599.33,1377.42,740.9,1201.18,206.81,38.97
18:00,3983.38,1575.56,838.77,1300.83,185.33,44.48
20:00,3818.88,1579.22,775.67,1207.3,171.51,45.8
22:00,3304.55,1397.02,707.81,983.55,146.2,38.85
00:00,2218.91,894.48,459.51,696.22,120.84,26.84
02:00,1711.69,674.59,318.94,564.9,112.49,24.25
04:00,1628.99,656.52,292.57,530.88,108.58,25.09
06:00,2200.09,909.48,422.8,692.83,118.85,34.48
08:00,3987.35,1637.26,841.98,1256.33,166.15,51.54
10:00,4937.94,1977.86,1010.76,1547.79,307.89,51.03
12:00,4743.37,1847.02,1005.52,1518.58,283.81,46.08
14:00,3913.63,1516.71,826.47,1260.33,232.79,38.42
16:00,3623.3,1415.62,757.63,1186.49,190.15,35.31
18:00,3914.64,1569.84,843.7,1251.95,170.94,41.99
20:00,3744.25,1552.53,773.3,1174.26,160.68,44.32
22:00,3256.05,1368.09,696.77,982,138.88,38.37
00:00,2185.43,883.96,452.31,680.31,121.28,27.07
02:00,1698.07,668.41,323.08,551.73,114.7,24.2
04:00,1620.37,653.54,294.68,521.8,110.38,24.54
06:00,2168.61,898.22,426.65,677.34,116.46,33.36
08:00,3901.66,1637.37,822.86,1201,151.49,49.94
10:00,4797.41,1961.02,996.58,1539.18,204.66,50.66
12:00,4343.8,1706.1,939.71,1405.12,205.14,44.72
14:00,3772.86,1490.13,793.65,1234.83,191.39,37.82
16:00,3598.53,1388,745.26,1210.06,184.96,36.38
18:00,3839.78,1519.69,819.89,1241.42,177.99,41.43
20:00,3714.75,1541.43,772.58,1161.65,159.26,44.54
22:00,3230.91,1386.03,659.16,970.48,145.69,38.35
00:00,2196.31,879.73,452.9,697.35,118.73,26.99
02:00,1720.45,678.87,324.42,567.01,109.67,24.1
04:00,1620.69,648.14,292.16,533.34,106.94,24.57
06:00,2220.91,914.87,436.17,703.86,111.42,33.46
08:00,4038.65,1658.04,879.07,1254.78,157.62,50.68
10:00,5043.67,2038.85,1071.85,1631.47,202.45,50.54
12:00,4838.75,1906.47,1071.56,1567.04,206.75,42.63
14:00,3909.19,1513.82,854.07,1276.17,192.19,35.73
16:00,3557.92,1366.48,743.13,1197.9,182.39,34.43
18:00,3794.63,1505.48,791.07,1252.63,169.11,40.1
20:00,3599,1480.2,741.6,1150.81,152.9,42.53
22:00,3144.17,1299.88,672.87,962.73,141.33,37.52
00:00,2187.23,879.42,438.3,693.22,123.67,26.7
02:00,1690.5,663.46,321.11,559.63,107.37,22.92
04:00,1600.43,636.74,290.77,528.25,105.63,23.71
06:00,2036.28,825.25,397.8,651.89,111.8,30.32
08:00,3148.53,1288.8,689.55,967.97,131.38,42.01
10:00,3854.28,1646.66,834.85,1136.15,154.68,45.53
12:00,3810.77,1632.58,820.53,1122.6,158.68,43.07
14:00,3368.02,1458.25,731.73,953.94,154.51,38.44
16:00,2944.37,1250.15,630.7,858.17,143.66,33.69
18:00,3151.65,1377.64,681.91,873.22,148.31,40.55
20:00,3143.5,1383.7,666.43,872.24,147.99,42.43
22:00,2877.95,1260.9,627.65,784.72,139.77,37.52
00:00,1992.33,856.86,429.06,543.2,117.88,26.41
02:00,1545.18,659.62,297.55,441.21,108.8,23.33
04:00,1458.93,627.69,271.97,413.72,107.79,23.83
06:00,1837.57,801.77,358.39,521.24,110.71,28.02
08:00,2978.62,1247.2,666.74,871.91,126.22,36.78
10:00,3968.93,1685.06,846.53,1223.45,135.51,40.67
12:00,4069.62,1723.23,889.35,1247.53,138.23,32.27
14:00,3563.31,1519.04,755.34,1079.44,138.64,36.89
16:00,2934.71,1223.27,610.29,908.78,134.47,29.96
18:00,3105.52,1306.11,664.02,933.22,133.03,39.65
20:00,3126.3,1347.18,646.1,925.46,134.88,42.07
22:00,2857.25,1229.63,608.63,825.98,128.29,36.85
00:00,1976.84,820.63,412.08,586.13,112.41,25.96
02:00,1546.59,633.1,297.62,470.71,104.98,23.43
04:00,1492.52,619.06,274.65,456.68,103.87,24.09
06:00,2095.85,891.99,412.9,626.88,110.81,32.87
08:00,3947.58,1636.02,863.56,1206.82,153.75,49.97
10:00,4827.3,1962.69,1008.51,1556.73,200.32,49.67
12:00,4644.21,1825.71,990.95,1529.39,204.95,46.31
14:00,4109.72,1629.59,864.12,1330.71,202.6,43.49
16:00,3671.83,1416.52,767.76,1221.82,190.31,39.45
18:00,3798.93,1500.54,800.08,1243.33,173.94,41.16
20:00,3722.67,1538.08,774.08,1175.96,154.43,44.82
22:00,3254.1,1369.08,697.39,975.86,140.25,39.09
00:00,2234.3,904.39,461.2,699.36,120.74,27.23
02:00,1719.97,675.38,328.94,568.33,106.48,24.48
04:00,1637.88,657.35,300.9,533.83,105.35,24.94
06:00,2184.13,915.47,416.41,687.42,109.58,33.88
08:00,3944.44,1628.93,809.65,1220.93,199.9,51.39
10:00,4881.59,1963.59,998.87,1565.03,255.82,51.82
12:00,4744.49,1864.72,990.99,1539.71,257.21,49.18
14:00,4193.26,1652.19,869.93,1349.83,234.52,46.94
16:00,3854.53,1529.34,810.68,1260.79,174.19,42.98
18:00,4012.67,1609.43,843.05,1302.58,169.54,44.82
00:00,2009.71,901.88,417.86,513.76,129.55,27.75
02:00,1516.28,708.44,276.39,370.48,122.54,24.15
04:00,1463.93,686.19,254.66,363.07,121.27,24.85
06:00,2012.18,912.11,393.54,527.06,126.31,34.03
08:00,3857.62,1616.05,831.5,1154.98,165.73,52.73
10:00,4707.98,1862.48,986.1,1555.93,213.38,47.87
12:00,4440.08,1738.55,948.58,1457.18,209.1,42.8
14:00,3696.09,1456.6,781.39,1192.79,193.69,38.02
16:00,3480.57,1339.13,741.72,1163.94,186.31,35.09
18:00,3774.07,1483.57,802.69,1227.76,183.66,40.6
20:00,3684.24,1519.18,759.62,1163.86,163.72,44.12
22:00,3235.35,1366.66,684.4,961.16,153.9,38.53
00:00,2234.77,885.98,464.91,707.21,128.14,27.27
02:00,1718.68,679.22,324.67,552.64,121.34,24.47
04:00,1632.49,653.07,294.42,527.66,119.57,24.81
06:00,2254.56,932.23,438.76,701.18,126.36,34.66
08:00,4187.59,1739.65,894.39,1296.78,164.64,52.82
10:00,4994.85,2005.07,1075.35,1608.15,208.25,47.12
12:00,4676.01,1816.31,1047.52,1515.09,208.93,41.08
14:00,3760.42,1446.32,823.84,1224.28,196.25,34.27
16:00,3415.07,1283.22,721.15,1163.36,186.3,30.54
18:00,3650.42,1441.76,776.39,1194.58,173.57,36.64
20:00,3677.35,1522.05,765.37,1142.04,166.31,42.59
22:00,3120.83,1313.8,638.74,946.36,153.72,37.33
00:00,2181.69,881.02,440.68,677.93,134.49,27.18
02:00,1693.25,666.03,315.15,547.04,125.15,23.8
04:00,1621.36,653.24,287.32,518.57,122.92,24.01
06:00,2149.37,885.69,419.67,665.66,126.9,31.02
08:00,3835.66,1580.31,824.44,1198.19,150.94,43.73
10:00,4317.61,1800.72,944.87,1326.07,168.96,40.75
12:00,4082.72,1642.48,941.99,1262.6,161.82,33.27
14:00,3280.33,1337.85,736.55,997.64,150.34,26.71
16:00,3000.43,1199.87,681.5,922.3,144.1,24.09
18:00,3372.86,1331.03,723.86,932.99,322.86,33.73
20:00,3361.76,1376.73,687.57,892.27,336.82,39.89
22:00,2954.39,1301.76,627.35,822.05,140.41,35.41
00:00,2044.3,909.71,411.97,545.12,131.68,25.76
02:00,1614.11,737.07,291.3,424.16,123.77,22.55
04:00,1517.89,705.07,255.73,398.21,122.12,22.28
06:00,1979.49,894.98,370.7,540.75,126.42,27.84
08:00,3443.43,1431.68,738.77,1061.66,138.87,38.76
10:00,4282.89,1716.86,924.93,1420.23,141.91,38.18
12:00,4181.86,1663.42,923.46,1369.43,152.79,31.28
14:00,3319.7,1298.14,730.97,1087.66,145.87,25.58
16:00,2842.21,1072.8,608.18,967.96,139.93,22.91
18:00,3160.81,1241.16,675.45,1026.41,155.28,32.61
20:00,3193.79,1311.14,668.44,986.43,159.68,38.07
22:00,2812.67,1180.93,586.11,831.4,153.7,34.37
00:00,1979.21,790.26,408.6,600.8,140.01,24.56
02:00,1554.2,600.83,289.18,496.98,130.55,21.88
04:00,1503.39,589.02,265.09,483.09,130.1,21.75
06:00,2137.8,900.32,426.23,620.88,138.03,32.03
08:00,3928.05,1742.88,860.18,1065.86,173.45,48.26
10:00,4490.47,1922.09,977.59,1294.11,208.92,43.35
12:00,4173.15,1607.97,879.78,1400.27,207.84,36.32
14:00,3502.53,1338.26,746.44,1164.1,198.26,30.97
16:00,3330.3,1262.77,672.23,1139.25,194.27,30.06
18:00,3598.96,1413.93,728.1,1202.18,187.8,34.63
20:00,3466.5,1395.52,701.97,1123.45,175.08,38.99
22:00,2949.13,1213.63,620.34,894.77,158.71,33.78
00:00,2045.62,789.35,419.13,652.09,142.56,23.9
02:00,1619.09,618.33,302.59,530.64,132.7,21.54
04:00,1575.53,616.25,282.08,508.93,131.21,22.06
06:00,2231.48,914.35,434.49,691.01,138.72,31.83
08:00,4026.37,1649.98,860.37,1253.4,175.7,48.63
10:00,4573.53,1837.26,919.05,1521.79,208.26,43.77
12:00,4208.94,1569.94,813.6,1354.99,395.21,37.81
14:00,3471.53,1339.06,712.93,1176.63,178.49,31.39
16:00,3247.51,1240.43,648.21,1128.41,169.4,29.08
18:00,3528.23,1394.59,721.16,1181.9,167.39,34.05
20:00,3456.14,1425.01,694.42,1106.59,158.77,38.49
22:00,2950.21,1229.28,609.73,911.37,140.16,33.49
00:00,2034.98,809,414.06,651.97,117.34,23.26
02:00,1613.08,628.9,301.08,540.82,103.48,21.4
04:00,1561.56,618.51,280.64,522.93,103.19,21.59
06:00,2197.77,902.01,422.49,707.96,113.28,31.09
08:00,3956.6,1640.93,825.58,1238.29,160.46,46.07
10:00,4659.08,1893.79,969.03,1506.52,201.27,45.11
12:00,4263.56,1663.13,932.09,1416,174.02,36.87
14:00,3488.77,1353.7,776.13,1136.52,159.82,28.88
16:00,3239.21,1200.19,723.92,1102.37,153.76,26.65
18:00,3566.35,1403.9,768.05,1177.6,149.69,33.24
20:00,3391.92,1363.42,708.24,1103.76,149.05,36.71
22:00,2871.05,1208.02,600.79,869.22,132.78,31.72
00:00,2031.74,808.53,409.48,657.99,113.85,22.56
02:00,1622.61,636.6,308.04,537.67,104.26,20.76
04:00,1533.83,618.66,280.1,498.26,101.26,20.99
06:00,2121.63,893.85,415.44,652.64,109.25,30.52
08:00,3797.13,1539.01,812.49,1198.84,159.32,45.43
10:00,4529.85,1833.1,935.38,1457.68,207.47,45.1
12:00,4354.69,1748.24,951.72,1366.31,210.88,37.69
14:00,3905.81,1543.44,841.52,1230.57,211.57,41.51
16:00,3684.47,1449.16,783.72,1177.47,200.26,38
18:00,3854.71,1503.43,809.07,1283.35,183.41,39.63
20:00,3606.81,1456.35,761.39,1152.59,162.39,39.94
22:00,3071.12,1276.28,661.32,923.93,145.98,34.19
00:00,2118.13,854.07,442.23,659.61,117.72,24.34
02:00,1661.07,655.4,314.85,547.38,106.08,21.85
04:00,1579.82,641.84,286.84,513.05,101.51,21.66
06:00,2212.19,922.32,436.88,688.69,112.92,31.24
08:00,4049.72,1667.43,876.42,1252.1,165.37,48.21
10:00,4796.15,1908.27,1022.83,1557.47,216.16,46.26
12:00,4733.14,1849.09,1047.04,1536.93,212.32,42.79
14:00,3901.09,1509.06,847.71,1267.39,203.5,35.59
16:00,3441.26,1275.18,720.91,1196.03,184.76,31.75
18:00,3626.17,1407.75,789.76,1194.5,168.91,34.14
20:00,3552.76,1455.46,738.87,1124.97,161.68,38.53
22:00,3044.7,1263.28,631.22,937.74,149.12,34.37
00:00,2176.48,865.54,443.1,695.43,127.38,24.36
02:00,1699.07,655.65,318.52,567.49,119.76,21.51
04:00,1632.09,645.43,293.31,539.67,116.79,21.44
06:00,2214.4,906.04,432,701.55,124.86,28.93
08:00,3871.38,1593.55,833.86,1212.48,149.16,41.95
10:00,4629.39,1935.06,1001.47,1442.95,163.19,44.55
12:00,4214.44,1705.19,947.2,1327.87,157.54,37.04
14:00,3376.6,1341.47,783.25,1041.88,150.95,27.81
16:00,3081,1198.42,711.82,973.88,143.76,23.85
18:00,3340.71,1332.01,782.78,1013.55,148.85,30.68
20:00,3356.43,1433.16,718.99,973.06,151.19,37.66
22:00,2948.3,1262.12,634.89,846.78,142.51,34.03
00:00,2119.48,885.09,457.48,608.35,122.98,24.69
02:00,1634.51,679.09,320.79,482.82,114.42,21.91
04:00,1538.16,652.81,287.82,451,109,21.74
06:00,1987.77,839.76,389.5,595.06,117.77,26.88
08:00,3385.61,1386.61,749.32,1045.38,135.38,36.01
10:00,4235.91,1698.6,935.82,1384.36,140.54,36.38
12:00,4010.29,1549.77,920.69,1333.66,138.8,29.31
14:00,3225.94,1276.37,732.1,1034.95,128.97,21.98
16:00,2820.02,1065.47,625.44,954.66,127.84,19.83
18:00,3084.65,1206.9,687.3,996.12,140.26,28.32
20:00,3141.78,1288.85,666.25,974.87,147.34,34.22
22:00,2750.39,1162,561.77,829.6,140.13,31
00:00,1955.46,794.12,407.48,591.91,121.53,21.77
02:00,1551.97,622.22,295.51,490.18,109.5,19.57
04:00,1485.86,610.63,272.86,460.41,108.35,19.38
06:00,2174.64,916.05,432.79,658.02,117.52,29.18
08:00,3888.99,1596.29,854.64,1195.98,161.19,43.13
10:00,4359.66,1748.63,933.08,1412.59,187.5,37.42
12:00,4009.43,1574.32,842.54,1342.18,181.14,31.15
14:00,3310.16,1295.43,699.62,1086.09,174.28,25.83
16:00,3059.25,1163.42,624.46,1052.32,166.55,23.41
18:00,3158.89,1243.75,670.75,1023.14,162.49,28.67
20:00,3025.1,1257.01,595,964.21,147.27,32.64
22:00,2734.52,1153.95,572.89,820.51,133.76,27.64
00:00,2073.39,827.51,424.52,665.64,115.12,19.62
02:00,1718.65,685.32,326.32,572.32,102.65,18.09
04:00,1658.35,669.33,304.73,550.62,99.55,18.34
06:00,2280.8,955.03,443.34,721.38,111.38,28.05
08:00,3819.68,1560.06,831.71,1191.46,159.2,41.18
10:00,4130.9,1640.95,838.25,1384.94,184.92,33.55
12:00,3846.48,1497.67,793.27,1310.52,174.65,28.2
14:00,3179.5,1226.97,639.85,1095.76,164.88,22.65
16:00,3039.58,1153.04,593.45,1081.98,160.61,22.88
00:00,1873.8,726.44,380.65,615.75,116.67,17.72
02:00,1525.18,590.72,276.85,516.52,110.33,16.29
04:00,1468.2,585.5,261.49,489.81,100.71,16.68
06:00,2071.81,853.84,400.63,659.22,112.81,25.65
08:00,3760.65,1557.36,815.46,1152.04,153.87,39.84
10:00,4194.85,1672.84,900.01,1367.24,180.82,34.11
12:00,3872.22,1468.75,862.1,1296.86,170.84,29.41
14:00,3305.32,1216,738.88,1126.23,167.39,25.4
16:00,3043.56,1119.84,667.16,1049.13,158.59,21.77
00:00,1901.69,748.32,390.49,610.91,115.41,18.53
02:00,1542.71,633.6,311.11,546.25,24.21,16.9
04:00,1511.59,631.34,291.33,535.95,21.51,17.07
06:00,2146.07,899.57,420.99,680.18,99.09,26.81
08:00,3747.86,1553.5,786.49,1184.66,148.35,39.18
10:00,4114.73,1614.25,875.61,1375.03,176.28,33.15
12:00,3773.65,1446.24,818.88,1278.09,166.5,27.31
14:00,3191.24,1207.1,697.22,1074.69,154.95,22.87
16:00,3008.05,1096.4,657.47,1061.08,146.4,21.44
18:00,3255.24,1298.32,689.74,1062.09,148.46,25.52
20:00,3186.64,1270.56,682.32,1038.17,141.82,29.76
22:00,2644.68,1105.87,544.12,814.24,129.86,25.45
00:00,1922.97,757.84,392.1,632.48,104.51,17.79
02:00,1554.69,611.43,293.46,526.2,92.7,16.1
04:00,1496.93,596.16,273.87,503.78,92.27,16.52
06:00,2184.23,913.36,435.77,686.35,101.5,26.3
08:00,3895.84,1605.24,846.19,1212.63,154.78,39.67
10:00,4320.88,1742.04,924.16,1399.28,179.66,32.69
12:00,4002.89,1533.54,913.36,1329.55,166.63,27.99
14:00,3246.63,1228.39,726.48,1078.95,153.37,24.69
16:00,2987.6,1105.82,651.31,1033.79,144.53,23.65
18:00,3204.5,1245.36,688.54,1065.3,148.96,25.63
20:00,3179.49,1292.34,673.33,1007.61,144.35,30.01
22:00,2639.85,1097.24,549.05,809.2,132.75,25.69
00:00,1919.61,760.05,388.26,625.44,110.69,18.04
00:00,1761.09,698.53,358.5,563.45,102.99,16.87
02:00,1439.53,569.89,270.69,476.36,93.48,15.45
04:00,1417.79,576.12,255.05,464.54,92.37,16.05
06:00,2126.25,887.83,427.43,667.66,96.37,26.85
08:00,3636.6,1507.42,784.37,1137.66,137.54,37.16
10:00,3937.68,1579.34,813.78,1320.55,155.67,30.25
12:00,3643.59,1417.68,778.78,1239.51,148.07,24.53
14:00,3054.75,1190.42,636.54,1032.92,141.01,20.16
16:00,2838.53,1074.29,560.23,1022.39,136.32,18.66
18:00,3113.54,1231.14,645.6,1049.45,133.86,23.18
20:00,3047.13,1255.68,602.06,1002.91,129.58,27.42
22:00,2511.94,1049.83,512.52,785.34,117.31,23.06
00:00,1877.41,745.75,375.67,619.34,102.96,16.45
02:00,1534.87,608.84,281.84,527.57,86.88,15.24
04:00,1490.17,603.77,266.97,505.69,83.65,15.72
06:00,2188.94,924.01,414.38,709.54,92.29,26.39
08:00,3719.2,1538.51,787.7,1186.19,136.58,35.16
10:00,3915.59,1565,805.53,1329.99,149.24,28.68
12:00,3525.58,1352.34,724.38,1243.93,145.89,24.02
14:00,2999.39,1148.76,630.96,1041.3,131.17,19.28
