TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES
00:00,5235.32,2245.77,1190.8,1533.53,189.17,27.41
02:00,4632.37,1993.19,1029.27,1362.06,177.39,26.7
04:00,4208.98,1799.78,931.97,1245.94,164.67,25.61
06:00,4045.94,1726.46,896.78,1196.32,163.19,26.23
08:00,4088.79,1718.09,926.47,1193.09,182.98,28.87
10:00,4559.15,1948.46,1000.31,1300.73,233.28,32.69
12:00,5012.21,2104.95,1149.16,1427.37,252.65,31.91
14:00,5066.62,2133.24,1167.45,1440.42,254.38,29.34
16:00,5250.5,2214.2,1206.74,1499.77,247.51,28.41
18:00,5004.77,2119.22,1168.07,1407.55,225.92,29.05
20:00,5102.58,2220.24,1146.32,1440.59,214.29,31.49
00:00,5420.78,2386.68,1228.99,1532.43,190.14,28.35
02:00,4802.45,1996.25,1135.69,1422.61,175.3,27.08
04:00,4367.3,1884.17,985.41,1261.85,168.25,25.95
06:00,4090.55,1765.05,921.08,1182.59,160.79,22.4
08:00,4019.04,1607.06,969.13,1210.96,172.02,23.22
10:00,4149.73,1660.34,950.78,1276.33,186.23,24.47
12:00,4326.55,1730.62,1001.14,1337.75,188.73,25.27
14:00,4187.57,1664.79,972.12,1300.1,186.63,22.81
16:00,4240.51,1578.68,1035.05,1395.2,181.27,22.92
18:00,4173.11,1653.46,990.36,1276.9,184.6,24.97
20:00,4379.87,1841.3,985.65,1293.45,189.66,27.92
00:00,4686.62,1995.59,1069.48,1372.37,177.56,25.12
02:00,4160.77,1748.21,953.88,1232.71,162.83,23.95
04:00,3785.67,1598.93,854.03,1114.66,159.59,22.75
06:00,3746.23,1589.05,848.49,1091.46,158.39,26.41
08:00,3866.32,1626.85,873.08,1108.33,193.91,31.07
10:00,4746.25,1934.22,1014.3,1414.88,301.95,36.73
12:00,5129.45,2073.5,1088.58,1564.19,316.73,37.55
14:00,5260.23,2169.85,1145.55,1560.14,304.15,37.53
16:00,5579.81,2237.47,1209.29,1738.38,305.02,36.71
00:00,5644.74,2446.33,1272.75,1632.08,212.05,28.69
02:00,4948.01,2146.34,1095.68,1429.38,203.34,27.19
04:00,4506.7,1963.69,982.2,1289.35,202.18,26.33
06:00,4199.95,1831.04,916.07,1181.51,203.92,26.32
08:00,4212.54,1773.02,931.65,1220.09,221.59,26.39
10:00,4890.85,2062.78,1022.88,1481.92,250.46,28.34
12:00,5389.57,2210.32,1170.02,1681.02,249.88,29.19
14:00,5588.09,2312.58,1234.23,1707.48,251.81,28.96
16:00,5662.6,2380.37,1260.98,1690.37,252.05,29.88
18:00,5373.67,2232.78,1214.6,1603.89,240.09,30.49
20:00,5502.03,2352.42,1207.46,1627.26,229.19,31.58
22:00,6077.84,2666.62,1348.84,1750.64,220.33,33.65
00:00,6006.22,2602.19,1373.12,1740.78,207.54,30.56
02:00,5374.43,2330.9,1228.01,1559.87,174.95,29.33
04:00,4846.98,2110.63,1085.87,1403.15,173.05,28.2
06:00,4503.06,1959.69,999.26,1299.22,172.14,29.97
08:00,4508.64,1914.45,1014.4,1297.23,206.03,35.17
10:00,5296.74,2188.36,1151.73,1568.35,297.57,41.18
12:00,5739.23,2298.15,1302.88,1721.85,320.4,40.56
14:00,5855.04,2403.29,1290.77,1740.04,325.98,40.37
16:00,6206.41,2607,1343.93,1842.07,299.77,41.43
18:00,5739.22,2388.57,1330.34,1655.83,273.34,36.13
20:00,5526.52,2393.82,1196.08,1626.18,223.6,35.68
00:00,6329.57,2785.21,1393.11,1855.7,198.61,33.86
02:00,5606.61,2436.1,1238.19,1667.67,180.33,32.33
04:00,5028.89,2185.12,1088.93,1494.16,181.84,31.02
06:00,4542.62,1958.94,987.1,1346.42,174.82,30.75
08:00,4271.69,1818.48,927.92,1237.38,210.55,34.27
10:00,4317.86,1874.68,875.79,1203.83,271.22,38.69
12:00,4585.76,1959.49,983.66,1279.55,282.51,37.25
14:00,4462.64,1904.28,975.48,1240.6,267.73,35.11
16:00,4549.59,1957.85,987.07,1253.86,270.35,35.12
18:00,4291.14,1866.58,962.67,1172.16,220.19,30.36
20:00,4391.18,1945.56,960.71,1213.6,200.39,29.93
22:00,4832.79,2163,1057.33,1339.83,194.63,30.63
00:00,5070.2,2233.7,1146.81,1427.02,186.06,28.59
02:00,4566.47,2007.12,1037.91,1276.92,173.52,27.46
04:00,4192.11,1833.25,946.3,1181.04,165.55,26.47
06:00,3942.13,1704.82,897.81,1106.85,165.96,28.87
08:00,3989.61,1707.01,900.05,1107.22,213.56,33.67
10:00,4818.54,2013.1,1008.75,1418.84,295.25,39.65
12:00,5267.88,2132.45,1148.13,1576.11,322.71,36.97
14:00,5397.94,2244.54,1173.33,1570.38,315.53,38.85
16:00,5810.73,2416.31,1268.79,1723.1,311.85,39.41
18:00,5343.44,2224.62,1190.8,1581.62,262.86,33.88
20:00,5328.65,2284.75,1176.96,1570.44,211.99,33.34
22:00,5629.89,2481.3,1225.57,1636.31,201.26,33.03
00:00,5790.04,2539.02,1299.08,1673.34,190.03,31.55
02:00,5157.76,2233.66,1158.63,1514.76,171.51,30
04:00,4638.07,2009.86,1026.01,1367.29,161.99,28.81
06:00,4260.34,1826.38,941.18,1264.42,159.26,28.64
08:00,4078.25,1708.24,919.55,1204.03,176.73,29.67
10:00,4516.3,1894.59,981.38,1342.44,215.86,32.8
12:00,5014.84,2083.67,1125.45,1484.25,238.76,34.56
14:00,5146,2187.7,1172.33,1468.86,231.55,31.46
16:00,5479.78,2305.66,1263.58,1591.22,236.15,31.11
18:00,5036.26,2126.58,1181.26,1443.53,206.6,30.6
20:00,5147.86,2208.94,1172.64,1483.24,201.96,32.17
22:00,5613.58,2482.6,1244.91,1604.03,198.39,32.62
00:00,5792.85,2522.9,1336.71,1660.4,186.9,30.8
02:00,5189.11,2244.92,1196.44,1498.08,170.86,29.55
04:00,4712.57,2044.59,1077.94,1357.42,159.54,28.45
06:00,4297.08,1848,986.79,1239.56,153.61,28.32
08:00,3954.36,1665.28,917.35,1151.53,155.23,26.19
10:00,4321.75,1751.19,984.52,1346.66,176.91,26.68
12:00,4899.82,1985.52,1096.73,1541.08,202.75,29.02
14:00,4910.17,2007.36,1140.92,1486.02,201.05,28.29
16:00,4668.33,1921.64,1050.46,1450.29,174.22,27.3
18:00,4379.08,1778.01,1017.92,1350.28,163.62,27.45
20:00,4548.4,1939.09,1008.42,1336.86,187.6,30.17
22:00,4914.21,2144.55,1082.65,1425.9,186.28,29.97
00:00,5086.77,2185.92,1168.97,1481.4,173.89,28.55
02:00,4567.03,1968.03,1040.85,1324.9,163.89,27.31
04:00,4202.5,1800.63,958.66,1220.86,156.14,26.23
06:00,3821.64,1635.21,873.54,1098.63,149.36,25.8
08:00,3519.06,1519.1,805.38,974.3,161.03,25.57
10:00,3400.59,1539.96,754.28,890.14,159.41,25.01
12:00,3569.57,1603.28,792.31,932.53,178.28,24.89
14:00,3748.32,1683.61,835.74,982.07,179.09,24.44
16:00,3897.93,1762.4,872.95,1014.08,186.43,25.13
18:00,3531.24,1577.57,792.28,925.35,174.46,26.59
20:00,4147.69,1905.53,896.48,1090.73,185.7,29.94
22:00,4885.16,2196.77,1109.42,1320.97,182.56,30.32
00:00,4989.83,2216.51,1156.68,1365.02,175.54,28.7
02:00,4481.31,1981.97,1037.27,1224.8,167.17,27.54
04:00,4107.49,1818.65,939.98,1116.71,165.73,27.36
06:00,3850.96,1709.19,883.54,1026.84,165.57,29.23
08:00,3738.15,1652.25,830.71,989.68,196.75,33.15
10:00,4552.45,1899.95,930.53,1360.41,279.09,39.11
12:00,4992.23,1993.28,1094.98,1532.9,289.85,38.29
14:00,4939.68,1977.94,1078.02,1522.28,277.65,36.89
16:00,4616.68,2029.81,764.47,1451.78,291.36,35.48
18:00,4727.04,1961.4,1030.02,1431.54,232.5,29.83
20:00,4687.79,2002.8,1015.97,1395.84,198.91,29.68
22:00,4782.67,2067.44,1049.76,1406.87,184.09,29.04
00:00,4952.51,2101.69,1125.78,1464.46,177.55,27.29
02:00,4358.37,1869.54,963.19,1291.62,166.15,25.96
04:00,3947.61,1698.24,859.08,1164.93,162.7,24.45
06:00,3789.05,1612.62,833.26,1112.11,163.7,27.61
08:00,3845.45,1588.21,852.63,1135.97,201.17,31.53
10:00,4581.49,1832.9,994.68,1407.35,273.22,36.52
12:00,4965.29,1919.64,1127.73,1546.53,287.13,37.85
14:00,5033.22,2010.73,1135.94,1511.2,289.06,38.06
16:00,5406.9,2140.59,1232.25,1658.52,289.53,35.04
00:00,5387.6,2229.83,1261.5,1615.62,200.86,28.53
02:00,4772.83,1967.97,1115.72,1425.01,191.45,27.44
04:00,4316.69,1784.48,993.35,1285.88,185.6,26.38
06:00,4061.69,1681.48,904.02,1226.01,184.22,27.9
08:00,4071.23,1658.39,923.21,1201.77,216.68,33.18
10:00,4910.86,1928.18,1123.12,1500.32,273.22,39.66
12:00,5249.17,2049.3,1182.67,1643.27,284.07,39.95
14:00,5328.11,2040.02,1256.45,1663.89,281.48,37.41
16:00,5742.61,2241.67,1324.24,1791.62,291.36,38.64
18:00,5379.8,2189.69,1227.69,1617.24,261.05,33.08
20:00,5248.99,2241.99,1149.16,1545.01,227.43,31.62
22:00,5543.88,2420.55,1212.4,1615.12,209.12,31.3
00:00,5713.45,2480.53,1275.64,1673.01,199.8,29.61
02:00,5061.06,2198.83,1105.62,1490.15,189.96,28.82
04:00,4587.33,2011.01,985.54,1335.16,184.8,27.42
06:00,4206.41,1855.79,888.41,1213.15,182.66,27.01
08:00,4092.19,1783.82,879.8,1162.5,199.79,25.89
10:00,4606.54,1982.2,966.59,1363.77,222.79,27.13
12:00,5060.54,2140.67,1067.66,1550.99,219.02,28.08
14:00,5152.73,2189.59,1096.77,1558.55,235.35,27.36
16:00,5406.87,2313.34,1164.92,1611.91,237.48,28.66
18:00,5000.16,2153.67,1140.71,1408.77,223.38,28.99
20:00,4991.05,2229.69,1079.09,1390.94,211.94,32
00:00,5496.42,2443.49,1230.37,1544.3,196.97,29.66
02:00,5341.74,2356.54,1191.58,1523.1,190.65,29.21
04:00,4832.1,2130.84,1063.14,1376.31,187.47,28.43
06:00,4412.96,1968.19,963.52,1226.41,184.56,28.22
08:00,4174.74,1827.5,906.27,1163.37,208.16,29.39
10:00,4729.15,2062.77,1009.49,1334.65,244.19,33.53
12:00,5126.65,2190.96,1144.19,1446.24,262.54,34.04
14:00,4920.29,2129.16,1097.3,1346.84,256.59,30.48
16:00,5148.83,2178.66,1189.95,1451.18,252,29.26
18:00,5071.21,2177.45,1190.63,1388.71,236.68,29.38
20:00,5062.13,2232.04,1130.06,1384.77,234.82,32.19
22:00,5318.04,2423.18,1147.2,1446.35,221.36,31.98
00:00,5465,2484.35,1195.35,1493.92,214.24,29.85
02:00,4968.53,2258.09,1074.22,1357.76,202.38,28.81
04:00,4566.8,1989.94,1028.26,1297.51,180.09,27.68
06:00,4274.26,1809.05,997.04,1225.87,174.16,27.04
08:00,4134.79,1713.03,969.89,1198.31,185.6,26.46
10:00,4364.7,1792.7,981.51,1313.16,209.75,27.54
12:00,4825.82,1944.73,1078.43,1519.14,207.67,27.69
14:00,5103.63,2061.13,1149.94,1586.66,224.74,28.08
16:00,5188.01,2103.71,1174.73,1590.04,239.69,29.05
18:00,4870.17,1989.84,1125.28,1453,224.85,29.59
20:00,5180.73,2214.56,1130.82,1513.42,235.9,32.24
00:00,5927.23,2558.82,1347.22,1712.56,220.11,31.43
02:00,5278.47,2268.62,1193.38,1530.01,206.08,30.14
04:00,4809.46,2063.05,1076.72,1394.63,201.53,29.2
06:00,4490.16,1927.45,1002.25,1289.29,196.91,31.06
08:00,4379.74,1860.71,962.68,1232.65,243.25,35.75
10:00,5213.71,2128.81,1066.03,1575.98,354.62,42.17
12:00,5579.05,2258.4,1181.63,1679.44,364.68,43.39
14:00,5683.03,2331.77,1210.35,1686.67,361.07,42.02
16:00,5979.08,2478.44,1265.21,1776.47,360.2,41.13
18:00,5471.1,2271.26,1193.89,1639.62,279.87,34.36
20:00,5514.85,2383,1172.49,1643.46,230.83,33.86
22:00,5967.34,2620.51,1310.58,1721.4,224.46,33.74
00:00,6110.71,2652.04,1387.42,1766.05,215.42,31.73
02:00,5391.03,2317.62,1222.51,1578.7,191.17,30.65
04:00,4872.74,2109.64,1088.29,1421.33,176.96,30.33
06:00,4504.89,1945.01,995.3,1307.03,183.4,31.64
08:00,4359.28,1852.89,970.47,1239.62,221.64,34.03
10:00,5097.25,2087.16,1036.23,1555.26,329.9,37.72
12:00,5369.56,2171.61,1120.49,1648.69,339.44,39.9
14:00,5478.86,2209.32,1198.67,1640.47,337.44,39.4
16:00,5847.67,2380.98,1261.53,1770.02,339.34,40.15
18:00,5393.08,2218.73,1203.73,1604.1,282.99,33.08
20:00,5215.1,2214.24,1131.63,1559.13,231.28,32.42
22:00,5568.62,2458.7,1195.37,1617.86,210.55,33.22
00:00,5782.53,2506.76,1296.82,1698.11,196.82,31.05
02:00,5102.75,2184.14,1146.84,1512.32,183.21,27.74
04:00,4591.66,1977.47,1013.36,1359.5,170.14,27.78
06:00,4288.45,1819.73,954.03,1279.15,166.11,29.78
08:00,4198.46,1743.64,949.91,1218.26,209.36,34.1
10:00,5016.43,2007.32,1106.46,1517.1,308.05,40.58
12:00,5302.68,2115.16,1158.04,1614.95,322.75,41.07
14:00,5434.69,2211.73,1201.32,1601.72,326.34,40.14
16:00,5589.36,2262.95,1262.76,1664.78,311.38,34.51
00:00,5539.6,2379.83,1249.37,1633.73,191.57,29.31
02:00,4892.86,2086.72,1104.18,1448.91,178.62,27.89
04:00,4443.19,1908.76,983.99,1313.38,167.72,27.05
06:00,4167.41,1801.99,923.42,1224.79,150.86,29.12
08:00,4136.67,1750.43,914.73,1201.59,207.34,33.11
10:00,4914.81,1997.43,1043.78,1494.63,307.83,39.33
12:00,5272.3,2073.78,1156.51,1632.47,321.69,39.96
14:00,5325.47,2150.8,1158.26,1618.62,307.44,38.71
16:00,5597.37,2306.19,1203.01,1672.42,319.59,38.47
00:00,5725.88,2531.82,1261.56,1655.16,193.34,29.99
02:00,5072.84,2242.9,1111.18,1460.9,180.9,28.95
04:00,4568.25,2009.42,994.78,1327.72,165.34,27.16
06:00,4293.25,1886.71,931.93,1238.36,165.61,29.4
08:00,4239.79,1835.4,919.95,1196.66,208.93,33.54
10:00,5087.57,2130.29,1036.82,1520.65,310.23,40.95
12:00,5461.06,2238.54,1164.96,1629,336.28,41.72
14:00,5565.33,2274.52,1204.23,1659.35,334.78,40.69
16:00,6040.44,2459.92,1326.31,1817.94,340.25,40.71
00:00,5911.14,2559.04,1329.39,1734.31,201.71,31.58
02:00,5272.3,2278.18,1179.8,1555.9,178.21,30.07
04:00,4739.98,2032.63,1060.85,1406.33,168.22,27.2
06:00,4332.25,1844.79,968.43,1285.12,164.03,29
08:00,4156.34,1734.54,949.41,1223.58,179.22,30.4
10:00,4705.87,1970,1057.04,1376.01,231.72,33.81
12:00,5230.52,2156.78,1195.64,1524.45,265.77,35.21
14:00,5408.56,2256.28,1247.46,1550.58,266.36,32.96
16:00,5658.2,2377.7,1320.52,1617.62,258.29,32.1
18:00,5239.86,2215.85,1258.36,1456.85,227,31.68
20:00,5207.43,2258.81,1188.39,1447.64,221.29,32.9
00:00,5777.56,2553.23,1312.37,1632.43,194.63,31
02:00,5209.48,2278.69,1186.86,1483.28,178.98,29.98
04:00,4650.51,2027.5,1055.65,1324.24,170.82,28.09
06:00,4225.31,1824.32,966.86,1211.39,155.04,27.26
08:00,3916.34,1651.24,894.63,1148.37,155.11,24.92
10:00,4258.71,1738,950.21,1336.17,165.61,26.72
12:00,4684.75,1887.68,1057.34,1482.57,183.55,27.18
14:00,4979.1,2044.45,1114.25,1542.19,199.07,27.52
16:00,5151.88,2103.5,1176.65,1587,199.36,28.08
18:00,4748.78,1937.63,1108.28,1446.98,180.74,30.11
20:00,5120.54,2193.68,1134.14,1513.05,197.51,33.13
00:00,5898.44,2600.39,1317.52,1697.51,193.85,31.13
02:00,5217.19,2260.19,1180.93,1517.86,179.45,29.26
04:00,4660.55,2028.62,1035.65,1361.09,162.95,27.93
06:00,4324.97,1874.48,963.66,1254.93,160.75,30.21
08:00,4194.48,1764.12,945.91,1207.77,207.8,34.6
10:00,4999.23,2048.55,1041.61,1528.83,315.57,41.68
12:00,5366.27,2166.37,1131.67,1649.64,326.1,41.69
14:00,5577.15,2319.85,1175.87,1646.36,337.63,41.05
16:00,5985.42,2488.19,1286.57,1786.66,330.35,40.38
00:00,5602.96,2404.92,1232.7,1668.43,215.6,29.09
02:00,5089.72,2183.29,1115.02,1512.03,204.87,28.41
04:00,4668.33,1993.88,1017.07,1384.29,201.8,27.5
06:00,4346.89,1848.67,945.02,1281.02,200.77,30.02
08:00,4355.96,1821.3,953.78,1268.25,235.66,35.04
10:00,5179.42,2127.31,1057.87,1575.6,320.25,42.19
12:00,5508.5,2212.69,1168.08,1701.87,329.93,41.77
14:00,5378.16,2150.37,1138.72,1679.95,323.64,37.84
16:00,5876.74,2415.36,1237.62,1791.49,328.92,40.29
18:00,5299.47,2140.69,1182.46,1609.88,276.39,33.13
00:00,5597.19,2393.48,1248.8,1669.29,201.3,29.7
02:00,5007.33,2131.63,1111.78,1503.12,184.1,28.48
04:00,4537.02,1927.57,1007.66,1356.97,175.28,26.71
06:00,4289.11,1810.81,947.69,1284.55,177,29.05
08:00,4282.41,1762.91,967.65,1252.98,219.62,34.86
10:00,5102.11,2070.25,1109.04,1518.45,311.84,41.06
12:00,5583.72,2241.01,1219.52,1688.12,338.39,41.89
14:00,5752.43,2338.6,1270.19,1712.67,336.75,40.12
16:00,6165.06,2538.8,1369.08,1816.8,338.52,38.44
18:00,5659.63,2316.1,1285.44,1681.58,292.15,33.59
20:00,5607.22,2398.15,1217.37,1662.78,252.26,34.55
00:00,6101.88,2628.86,1380.02,1785.61,217.75,31.47
02:00,5428.78,2340.81,1220.7,1586.69,199.32,30.18
04:00,4908.73,2107.92,1098.03,1440.61,186.86,28.62
06:00,4572.52,1953.81,1010.58,1341.72,189.17,31.81
08:00,4451.69,1858.01,1009.86,1275.81,233.42,36.32
10:00,5315.69,2170.67,1124.31,1595.92,329.13,42.05
12:00,5674.34,2277.37,1253.36,1710.82,344.43,41.76
14:00,5886.67,2394.14,1287.08,1751.27,354.67,40.82
16:00,6384.5,2622.94,1405.23,1914.79,350.17,42.58
18:00,5637.3,2294.94,1260.71,1720.27,286.78,34.05
20:00,5760.44,2428.97,1269.02,1737.28,235.43,34.57
00:00,6289.71,2728.1,1418.68,1841.09,210.13,32.31
02:00,5582.7,2398.98,1265.72,1648.35,186.99,30.53
04:00,5068.09,2232.1,1115.21,1466.03,176.28,29.48
06:00,4645.82,2053.36,1013.98,1340.29,176.06,31.71
08:00,4507.17,1965.25,983.25,1281.59,199.54,35.72
10:00,5368.61,2236.06,1113.12,1630.56,304.27,42.92
12:00,5804.36,2385.87,1242.87,1758.09,322.88,43.21
14:00,5762.46,2408.29,1208.12,1740.35,308.38,41.56
16:00,6190.23,2627.04,1286.22,1863.39,301.38,41.49
18:00,5789.96,2427.74,1284.06,1711.44,274.96,36.63
20:00,5755.34,2503.74,1235.13,1699.8,227.98,35.63
22:00,6185.58,2781.24,1308.72,1795.2,206.36,35.3
00:00,6295.86,2768.42,1376.28,1868.24,191.03,32.73
02:00,5622.74,2505.46,1196.75,1659.92,176.08,31.02
04:00,5019.97,2245.48,1038.81,1487.38,170.91,29.67
06:00,4601.23,2053.69,957.18,1344.94,171.96,29.76
08:00,4309.88,1880.81,931.53,1243.45,186.65,30.98
10:00,4901.28,2140.37,1043.21,1404.07,236.35,35.67
12:00,5318.96,2281.46,1167.59,1531.25,250.07,36.79
14:00,5577.23,2417.86,1213.79,1610.22,250.63,35.25
16:00,5932.06,2589.99,1297.88,1707.98,248.95,33.74
18:00,5472.14,2412.68,1228.9,1514.72,230.44,33.27
20:00,5446.97,2434.45,1181.99,1528.85,218.51,34.25
22:00,5926.23,2684.22,1264.48,1677.03,210.07,33.51
00:00,6189.88,2770.19,1369.56,1761.48,196.96,31.94
02:00,5561.13,2488.75,1225.67,1578.7,185.49,30.32
04:00,4994.22,2253.49,1081.61,1404.44,177.57,29.27
06:00,4511.97,2043.87,965.84,1256.73,173.27,29.38
08:00,4177.95,1838.9,909.92,1186.97,179.02,26.43
10:00,4437.58,1909.65,911.96,1358.47,186.9,27.83
12:00,4964.4,2159.13,1024.48,1506.24,197.07,27.47
14:00,5230.14,2325.07,1064.95,1563.62,199.47,27.34
16:00,5552.81,2387.57,1203.85,1683.56,201.37,30.62
18:00,5056.38,2180.2,1114.45,1496.52,196.89,30.57
20:00,5322.33,2363.65,1126.28,1550.03,199.83,33.33
00:00,6323.85,2794.58,1415.87,1835.32,183.1,32.49
02:00,5536.32,2447.96,1217.49,1618.65,169.18,30.72
04:00,4969.48,2206.15,1071.77,1438.33,176.99,29.1
06:00,4551.68,2010.46,980.73,1311.05,176.95,30.46
08:00,4375.56,1902.64,945.19,1238.81,207.27,35.07
10:00,5185.77,2227.97,1037.17,1532.29,293.23,43.52
12:00,5642.29,2394.15,1131.82,1709.23,309.94,43.82
14:00,5866.88,2422.17,1259.9,1760.29,321.89,44.18
16:00,6225.54,2586.6,1344.07,1863.92,323.45,42.28
00:00,6303.32,2810.44,1399.77,1798.26,202.65,32.36
02:00,5670.12,2542.43,1229.06,1627.17,187.57,31.06
04:00,5065.14,2269.26,1091.15,1451.98,176.03,29.35
06:00,4635.35,2064.11,995.72,1324.22,176.22,31.17
08:00,4420.4,1919.34,963.2,1249.94,211.35,34.59
10:00,5201.05,2219.6,1043.27,1551.29,298.75,42.3
12:00,5650.71,2315.17,1197.66,1727.82,312.63,41.92
14:00,5865.34,2356,1306.67,1794.67,309.75,41.54
16:00,6301.73,2632.6,1354.72,1901.66,314.43,42.18
18:00,5663.31,2329.33,1256.65,1727.29,268.21,34.15
20:00,5648.36,2421.97,1192.29,1719.59,223.27,34.24
22:00,6172.19,2719.79,1340.73,1831.91,204.7,34.68
00:00,6304.32,2750.67,1408.2,1854.03,198.69,32.13
02:00,5640.8,2451.7,1256.27,1665.19,183.39,30.6
04:00,5043.5,2176.19,1113.83,1497.92,178.82,28.79
06:00,4659.11,2004.33,1022.15,1376.84,179.43,31.19
08:00,4527.94,1921.26,1001.4,1311.54,212.05,35.52
10:00,5322.02,2190.46,1131.23,1603.62,300.26,42.2
12:00,5653.26,2282.42,1234.8,1724.16,317.64,42.07
14:00,5807.91,2387.35,1281.18,1742,318.83,42.01
16:00,6387.46,2637.88,1427.11,1900.98,320.25,40.43
18:00,5743.2,2362.67,1332.81,1694.07,272.11,35.97
20:00,5675.75,2448.87,1221.81,1681.13,230.93,34.48
22:00,6173.99,2732.24,1350.68,1791.17,208.76,34.45
00:00,6383.29,2782.13,1437.81,1868.27,201.18,32.37
02:00,5709.93,2464.19,1283.62,1687.83,189.23,30.8
04:00,5195.49,2237.83,1155.47,1532.8,189.01,29.71
06:00,4723.33,1994.64,1062.5,1405.96,187.18,31.79
08:00,4476.78,1893.94,976.82,1311.07,216.68,35.93
10:00,5450.67,2213.04,1168.77,1674.4,299.51,43.01
12:00,5859.63,2336.19,1308.12,1808.87,320.51,43.64
14:00,6154.61,2529.63,1383.14,1821.37,314.64,43.62
16:00,6388.2,2651.75,1403.8,1941.76,285.82,44.01
18:00,5827.45,2407.39,1321.01,1770.17,243.7,36.06
20:00,5811.84,2478.11,1263.58,1748.02,223.9,34.96
22:00,6287.01,2759.06,1355.83,1863.18,213.81,34.8
00:00,6475.53,2816.98,1461.11,1899.94,205.74,33
02:00,5763.06,2483.78,1299.81,1720.43,182.09,31.29
04:00,5197.72,2207.93,1153.84,1574.53,180.04,29.77
06:00,4827.46,2033.75,1066.05,1475.41,178.02,31.82
08:00,4677.84,1906.19,1058.91,1413.75,207.65,36.92
10:00,5535.83,2231.1,1219.8,1718.9,265.63,45.76
12:00,5939.01,2369.5,1363.41,1835.88,273.73,45.36
14:00,6052.33,2465.71,1385.69,1843.71,274.17,43.34
16:00,6543.56,2658.85,1485.18,2015.83,278.53,43.76
18:00,5953.05,2424.93,1369.16,1823.61,242.03,36.48
20:00,5989.41,2562.64,1312.44,1786.57,237.78,37.53
22:00,6364.61,2810.92,1371.37,1865.79,217.23,36.46
00:00,6542.76,2849.55,1465.9,1918.92,210.69,34.16
02:00,5809.04,2517.12,1286.6,1716.06,201.85,32.28
04:00,5307.63,2288.97,1178.99,1567.61,190.46,31.01
06:00,4847.37,2068.98,1076.04,1438.79,186.5,31.03
08:00,4581.42,1911.74,1048.3,1346.16,200.87,31.45
10:00,5205.35,2178.33,1163.05,1514.12,257.36,37.4
12:00,5499.16,2290.54,1205.8,1645.88,257.38,37.59
14:00,5841.75,2492.47,1326.35,1655,269.75,38
16:00,6061.3,2605.47,1369.65,1725.23,269.33,34.85
18:00,5526.12,2327.92,1293.4,1571.81,245.02,33.49
20:00,5623.38,2492.07,1229.54,1589.67,217.53,35.1
22:00,5999.38,2694.35,1298.47,1695.39,219.68,34.45
00:00,6214.62,2757.42,1374.51,1777.25,213.81,32.93
02:00,5599.15,2483.79,1229.47,1609.47,190.92,31.82
04:00,5072.91,2231.98,1113.68,1468.11,181.31,30.43
06:00,4624.58,2023.11,1019.26,1334.62,170.93,30.04
08:00,4221.33,1778.47,952.71,1247.02,173.99,27.9
10:00,4553.12,1858.78,991.03,1450.46,183.13,28.76
12:00,5087.38,2054.5,1107.97,1631.31,202.48,29.55
14:00,5315,2219.83,1137.75,1662.93,210.5,29.77
16:00,5568.83,2317.94,1211.22,1742.29,215.27,31.44
18:00,5040.36,2079.32,1141.03,1526.61,210.34,31.84
20:00,5334.88,2282.77,1159.79,1602.33,212.48,33.41
22:00,5970.16,2630.08,1285.5,1755.65,212.06,34.28
00:00,6198.49,2719.63,1361.13,1820.95,207.15,32.72
02:00,5568.59,2431.57,1225.96,1639.56,188.09,31.46
04:00,4999.45,2172.26,1089.24,1481.56,180.11,29.96
06:00,4546.39,1967.68,991.73,1332.04,179.37,31.63
08:00,4412.23,1829.27,964.83,1318.75,221.45,36.18
10:00,5214.76,2127.06,1048.92,1598.82,334.37,42.83
12:00,5618.8,2286.88,1158.58,1719.58,351.18,43.4
14:00,5893.18,2405.24,1247.04,1785.75,357.69,43.54
16:00,6240.34,2592.98,1278.7,1901.33,357.16,43.06
18:00,5667.51,2370.39,1217.7,1699.05,296.29,35.76
20:00,5614.88,2421.22,1183.3,1675.84,237.72,35.1
22:00,6096.82,2670.94,1318.86,1797.54,216.38,35.31
00:00,6282.43,2745.26,1394.04,1841.46,209.98,32.77
02:00,5229.4,2280.1,1150.42,1543.23,177.1,28.89
04:00,4808.22,2046.19,1082.7,1431.54,173.19,28.53
06:00,4503.14,1905.41,989.89,1361.36,173.74,30.29
08:00,4341.46,1780.05,953.26,1319.37,208.99,34.94
10:00,5079.22,2054.5,1045.55,1594.2,295.4,41.63
12:00,5438.29,2137.66,1180.01,1721.9,308.96,42.02
14:00,5596.48,2253.68,1178.85,1769.36,306.99,40.46
16:00,5875.93,2367.56,1272.18,1831.29,315.1,40.44
18:00,5449.58,2155.96,1215.39,1720.83,271.63,33.83
20:00,5342.38,2232.74,1120.53,1672.29,229.08,33.03
22:00,5716.93,2491.77,1223.84,1703.52,213.02,32.77
00:00,5948.15,2565.4,1312.88,1780.16,199.14,31.35
02:00,5267.91,2258.46,1159.94,1579.32,189.94,29.68
04:00,4721.14,2021.61,1027.34,1415.44,183.72,28.32
06:00,4368.1,1861.51,946.14,1307.01,182.69,30.38
08:00,4222.42,1740.25,937.46,1260.66,216.82,35.91
10:00,4995.93,2039.76,1051.19,1522.61,293.42,41.16
